BH-001	BH-002	BH-003	BH-004	BH-005	BH-006	BH-007	BH-008	CUC-001	CUC-002	CUC-003	CUC-004	CUC-005	CUC-006	CUC-007	CUC-008	FC-001	FC-002	FC-003	FC-004	FC-005	FC-006	FC-007	FC-008	FH-001	FH-002	FH-003	FH-004	FH-005	FH-006	FH-007	FH-008	FOC-001	FOC-002	FOC-003	HC-001	HC-002	HC-003	HC-004	HC-005	HC-006	HC-007	HC-008	HC-009	Hos-001	Hos-002	Hos-003	Hos-004	Hos-005	Hos-006	Hos-007	Hos-008	MLC-001	MLC-002	MLC-003	MLC-004	MLC-005	MLC-006	MLC-007	MLC-008	MLLH-001	MLLH-002	MLLH-003	MLLH-004	MLLH-005	MLLH-006	MLLH-007	MLLH-008	PLLC-001	PLLC-002	PLLC-003	PLLC-004	PLLC-005	PLLC-006	PLLC-007	PLLC-008	PWH-001	PWH-002	PWH-003	PWH-004	PWH-005	PWH-006	SCU-001	SCU-002	SCU-003	SCU-004	SCU-005	SCU-006	SCU-007	SCU-008	Kingdom	Phylum	Class	Order	Family	Genus
3	5	0	2	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	3	4	4	0	3	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
1	0	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	2	0	2	7	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	5	0	4	1	0	0	0	0	0	3	1	0	3	4	2	2	1	1	0	0	0	0	6	0	0	0	0	2	0	1	9	1	0	0	1	4	1	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
2	6	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	2	3	3	5	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	10	18	0	0	0	4	0	0	0	1	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	9	26	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	10	1	1	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
1	1	2	0	1	2	0	0	0	1	1	4	1	0	1	6	0	1	1	0	4	1	0	0	6	0	0	0	0	1	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	6	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	5	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	9	3	1	4	1	1	0	0	2	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas
0	1	0	0	0	6	1	0	1	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	4	25	3	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	1	0	1	1	2	1	2	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	3	0	0	2	1	1	1	0	0	0	1	0	2	0	0	0	10	0	0	0	0	0	0	1	0	1	0	0	0	1	13	0	2	7	0	2	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	NA
0	0	3	1	3	1	0	0	1	6	0	1	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	1	2	0	0	0	1	0	0	0	0	2	9	0	0	0	1	2	0	5	1	0	0	0	3	0	2	0	0	6	0	0	0	3	2	2	3	2	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
0	0	0	0	2	0	0	0	1	2	0	0	0	3	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	6	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	4	5	6	3	0	4	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
0	0	0	0	2	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	0	1	13	1	0	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA
0	0	0	0	2	5	0	0	1	1	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	3	0	2	0	2	0	1	0	0	0	2	0	3	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	9	4	11	2	3	1	1	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
0	0	0	0	0	0	0	1	0	0	8	50	3	0	0	0	0	6	0	4	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA
0	0	0	0	0	0	0	0	0	0	1	7	3	0	0	1	0	0	11	0	1	39	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Ruminobacter
0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	2	34	5	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	9	50	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
4	1	2	1	11	11	2	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	1	0	2	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
3	1	0	2	0	0	3	0	2	2	0	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	9	8	10	0	5	0	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA
2	0	0	0	0	2	1	13	0	0	0	5	6	0	0	0	0	0	4	0	0	0	0	0	0	8	0	3	0	15	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-001
2	5	0	2	8	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
1	0	0	0	2	8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6	0	0	10	0	1	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	5	11	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	3	0	1	0	0	0	0	0	0	0	2	5	2	0	2	2	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
1	0	0	0	0	1	2	1	1	1	4	39	3	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	1	2	0	0	0	0	2	0	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
2	2	0	2	1	7	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	2	0	0	1	1	0	0	0	0	2	2	2	0	0	0	0	1	0	0	0	0	1	0	1	2	0	2	0	4	0	0	1	1	0	2	0	0	0	0	1	4	3	1	0	2	2	1	3	1	1	3	0	0	0	0	0	0	6	0	1	0	5	1	1	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
0	4	0	5	8	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	5	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	4	0	3	5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
0	1	1	0	0	0	0	0	0	0	0	2	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	39	20	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
0	14	0	0	5	0	4	0	4	2	0	0	0	0	0	4	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	4	1	3	0	0	0	0	0	0	0	0	1	0	3	5	0	1	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
0	0	1	0	0	5	0	1	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	43	1	0	4	0	4	0	1	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
0	0	24	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	13	3	0	17	29	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	53	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	11	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	3	18	12	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
0	0	0	0	1	1	0	0	6	2	0	2	0	0	0	0	3	0	0	0	0	0	0	24	0	0	2	0	1	1	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	p-2534-18B5_gut_group	NA
0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	7	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens
0	0	0	0	0	0	0	1	0	0	0	15	5	0	0	0	1	0	0	10	1	34	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
0	0	0	0	0	0	0	1	0	1	0	4	6	1	0	1	0	2	13	2	0	3	1	8	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	6	5	0	2	1	1	2	0	0	5	0	1	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	44	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	8	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK3A20_group
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	Bacteria	Proteobacteria	NA	NA	NA	NA
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	1	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005
5	1	0	2	1	6	4	0	0	0	0	4	0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	1	0	4	3	4	1	0	1	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
3	0	0	0	14	6	10	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
3	0	0	0	0	2	0	0	2	0	1	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	9	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	37	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
2	0	0	0	10	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	1	0	0	0	4	0	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
2	1	0	2	0	4	0	0	0	5	1	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	3	0	0	1	1	3	0	5	1	0	0	0	1	0	1	0	1	11	1	5	1	3	5	0	5	2	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
1	0	12	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	23	2	0	0	0	0	1	2	1	0	1	0	2	0	2	0	1	4	0	1	3	1	0	0	0	1	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
2	2	0	1	2	5	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	3	5	0	2	0	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	NA	NA
2	0	0	1	1	5	3	32	4	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	3	0	0	0	0	0	0	0	0	0	0	3	1	2	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
3	0	0	1	0	2	0	0	1	0	0	0	0	0	2	1	1	0	1	0	0	0	1	2	1	0	0	1	3	1	6	0	3	1	0	0	0	2	0	1	1	1	1	0	0	3	0	0	1	0	2	1	1	0	5	0	0	0	1	0	2	2	0	0	1	0	1	1	2	1	3	0	0	1	0	2	0	1	1	2	3	0	1	1	0	2	0	2	0	2	Eukaryota	NA	NA	NA	NA	NA
0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0	0	5	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	1	0	1	0	0	0	6	3	0	0	0	0	0	1	0	6	0	2	1	0	1	0	0	11	1	0	0	1	1	1	2	0	0	Bacteria	Firmicutes	NA	NA	NA	NA
0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	1	0	0	0	1	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	1	3	0	0	15	0	2	2	0	0	0	4	0	0	3	0	2	0	1	0	0	6	1	2	0	1	1	1	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
0	1	0	0	1	3	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	4	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	1	4	0	1	2	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	3	4	7	3	2	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
0	1	0	0	0	0	0	0	0	0	0	9	0	0	1	1	2	0	16	0	2	2	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	2	0	2	0	0	1	0	0	0	1	0	0	2	9	0	0	1	2	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	2	0	0	0	0	0	43	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
0	0	8	0	1	3	0	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	27	0	0	0	0	2	0	0	0	0	5	0	2	0	0	0	0	0	2	0	0	0	2	2	0	6	2	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA
0	0	2	0	0	0	0	1	3	0	0	6	5	0	1	0	0	1	5	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2	3	1	0	2	0	2	1	1	0	0	0	1	3	5	0	0	0	1	0	4	1	2	0	1	0	2	1	6	1	0	0	0	1	0	1	0	0	0	1	0	1	1	3	3	0	3	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
0	0	0	0	1	0	0	3	0	0	2	16	8	0	0	2	0	1	11	4	4	6	0	0	0	3	0	0	0	9	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas
0	0	0	0	3	2	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1	0	9	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	3	0	0	2	2	0	1	0	0	4	1	3	0	2	0	0	0	0	0	5	0	0	0	9	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	53	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio_2
0	0	0	0	0	0	1	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	5	0	14	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
