OUT_ID	BH.001	BH.002	BH.003	BH.004	BH.005	BH.006	BH.007	BH.008	CUC.001	CUC.002	CUC.003	CUC.004	CUC.005	CUC.006	CUC.007	CUC.008	FC.001	FC.002	FC.003	FC.004	FC.005	FC.006	FC.007	FC.008	FH.001	FH.002	FH.003	FH.004	FH.005	FH.006	FH.007	FH.008	FOC.001	FOC.002	FOC.003	HC.001	HC.002	HC.003	HC.004	HC.005	HC.006	HC.007	HC.008	HC.009	Hos.001	Hos.002	Hos.003	Hos.004	Hos.005	Hos.006	Hos.007	Hos.008	MLC.001	MLC.002	MLC.003	MLC.004	MLC.005	MLC.006	MLC.007	MLC.008	MLLH.001	MLLH.002	MLLH.003	MLLH.004	MLLH.005	MLLH.006	MLLH.007	MLLH.008	PLLC.001	PLLC.002	PLLC.003	PLLC.004	PLLC.005	PLLC.006	PLLC.007	PLLC.008	PWH.001	PWH.002	PWH.003	PWH.004	PWH.005	PWH.006	SCU.001	SCU.002	SCU.003	SCU.004	SCU.005	SCU.006	SCU.007	SCU.008	taxonomy
ASV_1669	1	1	0	4	0	1	0	1	6	3	1	0	0	1	0	5	0	0	0	0	0	0	5	2	2	1	0	0	1	0	2	0	3	2	0	0	0	1	0	1	0	0	0	0	0	3	3	2	0	1	2	1	2	1	0	3	0	0	0	2	0	0	0	0	3	2	2	0	2	0	1	4	1	1	2	2	1	0	0	0	0	0	0	1	3	2	3	0	2	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae_R-7_group
ASV_1670	0	0	4	0	0	0	0	0	5	0	0	2	1	0	0	2	0	0	0	0	0	2	0	4	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	2	2	2	0	3	0	11	0	0	6	2	0	1	0	0	0	2	7	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus_1
ASV_1671	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	36	38	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella
ASV_1672	0	0	4	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Unassigned;Unassigned
ASV_1673	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	3	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella
ASV_1674	4	1	0	0	3	0	0	5	5	0	2	2	0	5	3	1	0	0	0	0	3	1	2	2	0	0	0	0	0	1	0	1	9	4	9	0	1	0	0	1	0	0	0	0	2	2	5	0	0	2	0	0	1	0	2	0	0	1	5	2	0	0	0	0	0	1	2	0	2	0	0	1	0	0	1	1	0	1	0	3	0	0	0	0	4	0	0	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae_R-7_group
ASV_1675	0	0	1	0	0	0	0	3	0	1	0	2	0	2	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Unassigned
ASV_1676	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	7	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus_2
ASV_1677	1	2	0	6	6	7	29	0	1	1	0	0	0	2	0	8	0	0	0	0	0	0	0	1	7	0	17	1	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	2	0	5	1	1	1	1	0	0	2	6	1	3	0	0	1	0	2	0	0	3	2	2	3	3	7	1	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Unassigned;Unassigned
ASV_1678	1	0	0	1	1	2	3	0	2	6	2	0	0	0	0	0	2	0	0	0	0	0	1	1	1	1	1	1	4	0	0	2	10	5	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	2	3	2	0	0	0	0	1	0	0	0	1	0	5	8	2	0	4	1	2	1	4	2	0	0	0	0	1	0	1	1	4	5	0	0	0	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1679	0	1	4	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5	0	10	0	4	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	3	4	3	10	4	2	0	0	2	1	1	2	3	0	0	0	4	1	0	4	1	1	1	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
ASV_1680	3	1	0	0	6	2	4	0	3	14	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	1	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia
ASV_1681	0	11	0	1	1	8	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	4	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;dgA-11_gut_group
ASV_1682	2	0	3	2	1	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	2	1	0	0	1	0	5	1	0	1	0	1	0	4	0	0	0	0	0	0	3	3	1	1	1	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
ASV_1683	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	4	4	6	6	12	0	0	1	0	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Aeriscardovia
ASV_1684	0	0	0	0	0	0	0	0	0	0	0	12	13	1	1	0	0	1	0	5	7	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Candidatus_Saccharimonas
ASV_1685	1	5	1	1	0	1	0	0	5	3	0	0	0	0	1	0	5	0	0	0	0	0	1	2	0	0	3	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	2	6	0	2	0	6	0	0	0	0	0	0	0	16	0	4	3	0	2	0	1	0	1	2	0	0	0	0	0	0	8	1	4	1	1	13	1	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
ASV_1686	5	7	0	0	7	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	4	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	3	0	0	3	0	0	0	0	0	0	0	1	0	1	56	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	7	4	0	1	6	6	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group
ASV_1687	3	13	0	6	6	0	2	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	3	3	0	5	0	0	0	0	10	0	0	0	0	0	0	5	0	0	0	2	0	2	3	0	0	0	0	3	0	4	0	5	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Unassigned;Unassigned
ASV_1688	0	1	1	0	1	0	0	0	0	2	6	0	0	1	0	1	0	1	1	1	2	2	1	0	7	0	0	0	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	1	1	0	0	0	2	1	0	0	1	0	0	6	0	1	0	2	0	0	1	0	1	0	0	7	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_1
ASV_1689	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	1	0	1	0	2	0	0	2	1	2	1	5	4	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	7	0	3	0	1	3	4	0	2	0	0	0	3	1	0	0	1	2	3	1	5	7	1	1	2	0	1	2	1	1	2	0	2	0	0	1	0	0	1	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_NK4A214_group
ASV_1691	0	0	0	0	0	0	0	1	2	1	0	2	6	0	0	1	1	16	6	4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Unassigned
ASV_1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	32	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella
ASV_1693	0	0	0	0	0	0	0	0	1	0	3	1	0	0	1	2	1	0	0	0	1	3	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	2	3	0	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	6	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;F082;Unassigned
ASV_1694	1	1	11	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	3	1	0	3	0	1	0	1	0	0	0	0	0	3	0	0	0	4	1	0	2	0	0	0	0	0	0	2	0	0	2	1	0	2	1	1	1	1	1	0	Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma
ASV_1695	3	2	0	4	2	13	2	2	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	7	4	3	0	0	0	0	0	0	0	0	0	1	1	7	3	0	2	0	3	0	2	6	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	3	0	1	0	1	0	0	0	0	0	0	0	1	5	3	5	0	3	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae_R-7_group
ASV_1696	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	2	5	2	0	0	1	1	0	0	1	1	0	3	1	1	3	0	0	8	4	8	0	0	0	0	1	0	2	0	1	2	2	0	0	0	3	0	3	1	1	0	1	0	0	0	0	0	1	0	0	5	3	0	2	0	2	0	0	1	0	0	0	1	0	3	1	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Unassigned
ASV_1697	0	0	0	0	0	0	0	0	0	1	2	0	4	1	0	0	0	3	6	2	31	3	0	0	2	1	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;DNF00809
ASV_1698	0	0	0	0	0	0	0	13	0	0	0	6	3	0	0	0	0	12	0	11	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus_2
ASV_1699	6	6	0	8	10	13	1	3	5	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	1	1	2	18	3	2	6	0	2	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1700	0	0	0	0	0	2	0	0	3	0	1	0	0	0	4	0	2	0	0	0	0	0	1	2	1	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	2	0	0	3	2	5	3	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	1	5	0	1	1	2	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Unassigned
ASV_1701	4	2	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	8	5	0	0	1	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	1	0	1	0	1	0	1	0	0	2	0	0	0	3	0	0	4	2	0	1	0	4	0	0	1	2	24	0	4	6	3	0	1	0	2	0	4	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
ASV_1702	2	1	0	4	1	1	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	4	0	1	0	1	0	5	0	1	0	0	3	2	2	2	3	7	10	2	5	0	1	10	0	0	0	0	0	0	0	0	2	0	0	4	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group
ASV_1703	0	1	0	2	1	6	4	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	5	2	3	0	0	0	0	0	0	0	0	0	0	1	1	3	0	3	0	2	0	1	2	0	0	0	0	0	0	1	0	0	0	1	1	1	4	0	0	0	0	3	0	0	1	0	0	0	7	0	0	0	0	1	1	0	3	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1704	0	2	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	5	4	6	4	0	0	3	0	1	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	2	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_1
ASV_1705	0	0	10	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	3	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1706	0	0	0	0	0	0	0	2	0	0	0	4	10	0	0	1	0	3	0	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Unassigned
ASV_1707	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	38	0	0	19	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Unassigned
ASV_1708	4	2	5	0	5	2	3	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	20	2	10	0	0	0	3	1	2	0	1	0	0	0	0	0	0	0	0	0	3	2	0	3	0	0	1	3	2	1	0	0	0	3	0	1	0	4	0	1	1	5	4	0	0	0	0	1	0	1	0	0	0	0	1	3	4	6	0	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1709	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	3	10	8	5	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	7	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriales_Incertae_Sedis;Unassigned
ASV_1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	16	9	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group
ASV_1711	0	2	0	0	2	0	2	0	3	1	2	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	2	4	1	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	4	1	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	2	2	2	0	0	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1712	6	3	0	7	3	1	3	0	2	6	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0	4	0	1	5	3	0	0	0	0	0	0	0	0	0	1	5	2	4	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	4	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1713	0	0	6	6	1	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	3	3	0	5	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	1	2	2	0	0	3	0	0	1	1	0	3	1	3	1	3	5	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1714	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	6	4	0	0	0	0	1	9	1	1	1	0	3	1	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	2	1	0	2	0	1	0	2	0	0	3	1	0	0	3	2	1	7	2	1	1	1	2	3	0	6	0	0	0	0	1	1	0	2	0	1	0	1	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1715	1	4	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	1	1	2	2	0	4	5	3	0	0	0	0	0	0	2	0	0	0	0	0	2	2	1	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	4	0	0	0	0	55	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Unassigned
ASV_1716	2	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	2	3	2	0	0	1	0	0	0	0	0	0	0	0	5	11	0	3	0	1	1	0	3	1	0	0	0	0	0	0	1	1	0	3	1	6	6	0	5	1	0	2	0	3	0	4	0	2	1	0	0	0	0	1	0	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_UCG-014
ASV_1717	1	11	0	3	1	2	5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	2	0	0	0	0	0	2	8	7	0	0	4	0	0	0	0	4	2	0	0	3	4	0	0	3	1	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	6	0	0	0	2	0	0	0	0	0	0	3	3	4	1	1	0	3	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_UCG-013
ASV_1718	2	1	0	2	4	2	2	0	8	4	0	0	0	3	4	0	2	0	0	0	0	0	0	1	0	0	2	1	1	2	0	2	4	2	1	0	0	0	0	0	1	0	0	0	0	3	1	2	0	1	1	3	0	0	1	1	0	0	0	0	0	0	0	1	0	4	1	0	4	0	0	0	0	1	0	0	3	0	0	0	1	0	1	1	3	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Unassigned
ASV_1719	3	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	5	0	1	1	0	2	0	12	0	0	0	0	5	2	2	0	2	2	2	1	3	2	2	1	0	0	0	0	0	0	2	2	15	0	1	0	0	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group
ASV_1720	2	18	0	11	4	24	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	Bacteria;Unassigned;Unassigned;Unassigned;Unassigned;Unassigned
ASV_1721	2	0	5	0	0	0	0	0	1	2	3	0	0	1	2	0	1	0	0	0	0	0	0	2	1	1	0	0	1	0	6	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	2	3	0	1	1	1	0	7	0	1	0	2	0	2	0	0	0	4	6	2	2	1	2	0	0	1	3	4	1	0	0	0	0	0	0	0	0	0	1	1	1	6	1	0	Bacteria;Firmicutes;Unassigned;Unassigned;Unassigned;Unassigned
ASV_1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	20	19	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus_1
ASV_1723	1	1	0	0	0	0	0	0	0	1	0	0	0	3	2	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	18	6	0	0	2	1	0	3	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	1	1	2	5	2	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_vadinBB60_group;Unassigned
ASV_1724	1	14	0	9	1	12	0	0	2	4	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2	2	4	0	1	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Unassigned
ASV_1725	0	0	2	1	1	5	0	0	0	8	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	7	0	2	0	0	0	11	14	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	5	0	0	19	0	0	0	0	0	0	0	0	0	0	3	0	2	3	0	0	0	0	1	0	2	0	0	0	0	1	0	5	3	0	3	4	0	3	0	Bacteria;Unassigned;Unassigned;Unassigned;Unassigned;Unassigned
